tweet,username,predict_sentiment
saking ngebet menang gubernur jakarta nih cuy kang emil bang emil maksain membetawinisasi kang emil  laen emang pramdoel jakartamenyala prakaruntukjakarta abidzar hamas yahya sinwar erina bahrain bahlil liam payne omakase bluesky,NyaiKhonguan,neutral
selamat pilih mas tokoh pimpin kolaboratif acara awards  moga prakaruntukjakarta pilih pimpin dkj rangkul masyarakat utk senantiasa wujud jakartamenyala  ridwan kamil,AntoniusCDN,positive
mas pram puji ulet tekad warga madura jakarta jakartamenyala gak pake ribet,Y_Radianto,positive
warga jakarta pilih mas pram bang doel jakartamenyala pramdoelmenang pramonoanung ranokarno,oposan62id,positive
pramono anung  rano karno usung program jalan konsep kota global jakartamenyala benyamin s award cermin komitmen cipta jakarta bersih nyaman indah,iimwarga062,positive
kang emil ngupi sachetan aja yuuuk ribet hiiih  biarin jakartamenyala prakaruntukjakarta nda ribet sih ,siapanamina,negative
jakarta nyala jakartamenyala  fifa presiden afc bahrain,rafaaniii_,negative
pram doel kolaboratif ridwan kamil pulang pedang pasar cipulir jakartamenyala afcmafia bahrain motogp hamas tumbangkanfufufa,oposan62id,neutral
komitmen mas pram lanjut bangun gedung pasar munjul beliau pilih gubernur jakarta jakartamenyala  presiden afc fifa omakaze erina mantu,rafaaniii_,neutral
wow program makan siang program presiden yg pilih grombolan batre kembung ridwan kamil yg hrs ngebacod ehhh barcode dah yg aja program nya cagub cawagub no  mas pram bang doel jakartamenyala malam sabtu,cahcilich,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,Sambera31816,neutral
ide kreatif mas pram huni kantor mudah programpramdoel jakartamenyala,Sambera31816,positive
bantar gebang apa nanya mas blio tau persis yg plts bangkit listrik tenaga sampah kendala atas transparansi jabat yg mikirin rakyat mo enteng ga beban mas pram bang doel u jakartamenyala,Jelli_cent,negative
mas pram usul bir pletok minum ciri khas jakarta pramdoelmenang jakartamenyala,Sambera31816,neutral
solusi cerdas kaum milenial jakarta yg tinggal jakarta program bikin lbh efisien fleksibel dgn harga yg lbh jangkau mantap  jakartamenyala,LinNasution,positive
mantap jakartamenyala,Dodyeonn,positive
lupa gaess nonton jakartamenyala pramonorano pimpin jakarta jumat  oktober   wib streaming on garuda tv prakaruntukjakarta,kenhans03,neutral
solusi jitu mas pram bang doel atas tinggal yg mahal jakarta sedia ruang kreatif hun jakartamenyala prakaruntukjakarta,FirzaHusainID,neutral
pramono anung blusukan pasar munjul jaktim dagang curhat omzet turun dengar solusi pimpin jakartamenyala,ch_chotimah2,neutral
umkm luput target mas pram utk maju gubernur jakarta depan jakartamenyala,Aan_Hantorov,positive
iyeeeess tooosss prakaruntukjakarta utk gerak tindak wujud jakartamenyala,siapanamina,neutral
warung madura buka jam rupa hak hidup warga madura mata cahari manfaat jakartamenyala prakaruntukjakarta,Sukapuring,negative
pesona calon gubernur jakarta suka kalang muda tua  jakartamenyala jakartamnyala pramdoelmenang pramdoel,_CayoPerico,positive
pramono anung temu warga koja jakarta utara kamis  blusukan temu warga salah strategi kampanye pasang serap aspirasi dengar langsung masalah masyarakat jakartamenyala prakaruntukjakarta,Sukapuring,negative
calon gubernur jakarta nourut  sambang diam habib achmad muchdor kawasan cipete jakarta selatan kampanye pasang mas pram amp bang doel giat sowan tokoh agama jakartamenyala prakaruntukjakarta,elsaday__,neutral
mas prambang doel yg baur warga dki aura penuh kasih aura kasih jakartamenyala,ruhulanakgaul,positive
pram doel bikin jakartamenyala liat bro akisehat ,Dodyeonn,positive
benyamins award mas pram bang doel jakartamenyala pilkadajakarta,KoncoPertiwi,positive
warga jakarta butuh pimpin yg jujur tanggung dg kerja pilih sbg gubernur daerah khusus jakarta warga jakarta yg ros mantap tentu pilih kpd pramono utk jadi jakartamenyala,Ari3Pras,positive
in program usaha warga hidup bkn mati adlh harap utk jakartamenyala gk sprti bbrp yg mulyono mmbuat atur rokok dll utk warung madura usaha dhidupkn warung madura yg untung gk sbrpa dmatikan jancuk,AirinDatangLagi,positive
mas pram beres bangun pasar munjul mangkrak jakartamenyala pramdoelmenang pilkada pilkadajakarta pilkadaserentak,oposan62id,neutral
alas warga jakarta pilih mas pramono bang si doel jujur tanggung dlm kerja modal tanggung hasil insyaallah jakartamenyala prakaruntukjakarta,B3doel___,positive
pilih warga jakarta anak betawi asli bang doel rano karno bang doel betawi nyala jakartamenyala prakaruntukjakarta,Ari3Pras,positive
dagang ngerasa cekik retribusi nafas lega mas pram  bang doel tinjau ulang pungut jakartamenyala gak pake ribet,Y_Radianto,positive
sarah bang doel kampanye jakartamenyala pilkadaserentak pilkadajakarta pilkada pramdoelmenang,oposan62id,neutral
suara dri ros cipayungjaktim ud dpastikn akn dberikn utk amp bang doel ros adlh dri bnyk org yg mimpi jakartamenyala wujud ros adlh dri sekian bnyk org yg pimpin yg bkrja bkn yg gagal dri daerah mw coba urus jkt,AirinDatangLagi,negative
mantab pasang prakar pramono anung  rano karno dukung pbb pemuda batak satu pilgub dkj  jakartamenyala prakaruntukjakarta,03__nakula,positive
program pramdoel sektor budaya jakartamenyala,digcv,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,AnggaSambe31,neutral
tebak judul film diremake posterposter udah nonton filmfilmnya pramonoanung ranokarno masprambangdoel jakartamenyala posterfilm,AnggaSambe31,neutral
bikin jakartamenyala,AlasRandu2,negative
jujur cerdas amanah responsif masyarakat tanggung kerja kagak ribet dahm jakartamenyala prakaruntukjakarta,kenhans03,positive
mas pram usul bir pletok minum ciri khas jakarta pramdoelmenang jakartamenyala,AnggaSambe31,neutral
kumpul masyarakat madura yg gabung dlm madura satu deklarasi dukung pasang calon gubernur amp wakil gubernur jakarta nomor urut pramono anung rano karno pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
bikin jakartamenyala,AlasRandu2,negative
momen calon gubernur jakarta temu silaturahmi ketua gereja hkbp sejakarta gedung sopo marpingkir pulo gebang jakarta timur prakaruntukjakarta jalin silaturahmi wujud jakartamenyala  fifa,AntoniusCDN,neutral
calon wakil gubernur dki jakarta nomor urut  rano karno alias si doel gelar kampanye kawasan lubang buaya jakarta doel tani sarah pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,neutral
calon gubernur dki nomor urut pramono anung dialog dagang pasar munjul jakarta pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,neutral
dukung alir kali warga madura jakarta mendeklaeikan dukung pramono anung  rano karno pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
calon gubernur jakarta pramono anung temu warga koja jakarta utara papar program kerja pram dengar aspirasi warga pramono anung  rano karno jakarta nyala jakartamenyala prakaruntukjakarta,seruanhl,positive
nyala mas prambang doel lelah juang masyarakat jakarta jakarta nyala mas prambang doel omonomon kagak ribet dah jakartamenyala pramdoelmenang,DianaAurora96,negative
mas pram amp bang doel calon pimpin kenal daerah kenal masyarakat pram doel mas pram bang doel jakartamenyala kagakribetdah pramonoanungranokarno,MP_Memanggil,positive
mantan sekretaris kabinet padagang umkm gantung kredit usaha rakyat kur kondisi uang baik pramdoelmenang pramdoelmenyala jakartamenyala jakartamnyala,Ganjarfor_ri,neutral
nih program maju budaya ala mas pram kagak ribet dah jakartamenyala,Aan_Hantorov,neutral
alm bang benyamin syueb film si doel anak sekolah insya allah bang doel wakil gubernur betawi jakarta al fatihah jakartamenyala,PemilihJ,positive
bakar gudang kawasan industri pulogadung duga korsleting listrik beritanasional jumat jakartamenyala bakar,NasionalBerita_,neutral
keren nih sekretaris kabinet  pramono anung raih harga detikcom awards  tokoh pimpin kolaboratif mas pram aku pimpin yg mudah bekerjasama dgn capai tuju yg jakartamenyala prakaruntukjakarta,FirzaHusainID,positive
lupa kali taman langsat seru sih jakartamenyala,istrinyaabah,negative
nyala ide mas pram bang bang doel keren bikin jakartamenyala huni creative hub atas kantor kurang huni jakarta solutif banget ya prakaruntukjakarta syahrini omakase yahya sinwar rafah unrwa,Muhayya__,positive
bikin jakartamenyala dukung mas pram bang doel ubah jakarta transfer prakaruntukjakarta,AlasRandu2,positive
harap dagang pasar munjul pilih jakarta pasar munjul cepat bangun dagang tenang jakartamenyala kagak pake ribet dah prakaruntukjakarta,Ari3Pras,neutral
mas peduli warga jakarta lintas provinsi warga jakarta sekat pandang kelompok mas pram layak gubernur jakarta jakartamenyala,PakarINTELek,positive
guys lu bingung ngaa sih liat gaya ridwan kamil  nyagub jakarta aja ribet nya ampun betawinisasi bawa bawa ngga pilih ngga ribet pasang mas pram bang doel dah pokok jakartamenyala  yahya sinwar  abidzar ,cahcilich,neutral
ekonomi mas pramono blusukan pasar munjul tonggak kuat ekonomi tunjang peran masyarakat kuat dagang tingkat daya beli masyarakat jakartamenyala prakaruntukjakarta  anggur dimyati omakase dzawin,_riverheaven,neutral
kampanye pilkada  pramono lokasi serap aspirasi dr warga jakarta salah satu pasar munjul cipayung jakarta timur jakartamenyala pramdoelmenang,CacaMaya3,neutral
emang jenius sih ide mas pram maklum lulus itb solusi huni kerja bikin hidup jakarta masuk akal gokil gagas mas pram dukung mas prambang doel jakartamenyala,ruhulanakgaul,positive
cagub jakarta nomor urut  blusukan pasar munjul cipayung jakarta timur jakartamenyala pramdoelmenang,ramerame_namae,neutral
survei singkat putar cipayung jakarta timur warga taruh harap pimpin yg keras maju dkj program realistis manfaat maju mas pram amp bang doel pilih jakartamenyala prakaruntukjakarta,tnmuda,positive
warung madura buka  jam keren ya insyaallah mas pramono bang rano menang pilih no  jakartamenyala prakaruntukjakarta ltgt erina omakase bahlil yahya sinwar dada abidzar,Eil_Thia,positive
pesan bu mega mas pegang teguh nurani hati rakyat jakarta jakartamenyala,PakarINTELek,negative
jakarta deklarasi dukung mas pram bang rano karno jakartamenyala bisadipegang erina yahya sinwar abidzar superjunior liam payne,Ranisor_6,neutral
ridwan kamil ijo udah amnesia proyek proyek nya ngga kelar hati hati warga jakarta jgn korban php jakartamenyala mas pram bang doel bluesky  abidzar  gopay  omakase  jumat berkah ,cahcilich,negative
selamat mas anugerah tokoh pimpin kolaboratif bekal alam yg milik mas pram beliau pimpin jakarta wujud jakartamenyala aman damai martabat     berita viral sih,DioR3born,positive
wacana warung madura operasi  jam atur pro rakyat pramdoel pasti warmad buka  jam jakartamenyala prakaruntukjakarta  yahya sinwar zonajajan tumbangkanfufufafa bahlil erina,_riverheaven,neutral
mas pram gelar pimpin kolaboratif versi detik jakartamenyala,trenzsolo,positive
kampanye pramono anung tekan baik infrastruktur layan publik jakartamenyala fokus kualitas hidup pramono tekad jadi jakarta kota layak huni kalang,iimwarga062,negative
tuju banget si nya mas pramono bukti tanggung kerja komitmen beliau benah jakarta bisadipegang warga jakarta pilih mas pram  bang doel jakartamenyala,DioR3born,positive
solusi tinggal warga jakarta keren kreatif masuk akal mukim warga satu kantor lantai kantor atas huni warga keren sih ide mas prambang doel bikin jakartamenyala,narkosun,negative
lahir mayor kebo dalem gang  biasa teman etnis bang doel kenyam didik formal sekolah katolik sore mengngaji pimpin jakarta ga ragu jiwa toleransi prakaruntukjakarta jakartamenyala,Penyair_Berdiri,positive
problem utama jakarta bebas lahan ajar lahan mas manfaat kantor camat lurah sekolah pasar puskesmas atas bangun huni coworking space jakartamenyala,kenhans03,negative
mas pram pasti warung madura buka  jam balai latih kerja utk tingkat sdm jakartamenyala prakaruntukjakarta,doctor__fabre,neutral
jakarta nyala kagak bikin ribet bikin mudah creative hub huni atas kantor solusi masuk akal mas pram bang doel jakartamenyala prakaruntukjakarta,ch_chotimah2,negative
dukung optimis menang jakarta nyala jakartamenyala pramonoanung ranokarno  yahya sinwar abidzar viral bisadipegang tanyasty,rafaaniii_,positive
emang sebestie ituuu percaya amat lebay rk panik krna takut kalah jkt tnp rk jakartamenyala prakaruntukjakarta lian payne abidzar doktor bahlil erina elon hobi asnawi marie antoinette jumat bluesky gopay omakase,NyaiKhonguan,positive
pramono anung raih detikcom awards  tokoh pimpin kolaboratif warga jakarta pilih mas pram bang doel jakarta senakin prakaruntukjakarta jakartamenyala,Penyair_Berdiri,positive
dukung mas  bang doel bendung warga jakarta warga jakarta program mas pram amp bang doel solutif realistis atas masalah jakarta kagak riget dah jakartamenyala,DianaAurora96,positive
pilih prakaruntukjakarta jakartamenyala ,BebySoSweet,negative
pramono tambah slb jakarta utara keluh warga nama upi apriyani milik rumah quran disabilitas jakarta utara jakartamenyala jakartamnyala pramdoelmenang pramdoel,_CayoPerico,positive
warga jakarta pilih mas pram  bang doel pilkada ya jakartamenyala,StellaSuwardi,positive
tinggal krn rasa ga kompeten track record kang emil wktu jd gubernur jabar buruk palagi kalo mimpin jakarta pantesan aja beking kang emil down jakartamenyala prakaruntukjakarta lian payne abidzar doktor bahlil erina elon hobi omakase,NyaiKhonguan,neutral
yg sorot kamera yg sorot yg pilih mas pram amp bang doel gubernur amp wakil gubernur jakarta jakartamenyala prakaruntukjakarta,OniMeniq74,positive
warga jakarta biar kenal cagub pramono anung amp cawagub dkj rano karno ayo ikut streaming aja acara jakarta nyala pramono  rano pimpin jakarta jumat  oktober  jam  wib garuda tv jakartamenyala prakaruntukjakarta,OniMeniq74,neutral
minum khas betawi jadi minum resmi acara formal jakarta pramdoel tang pilkada komitmen pramdoel angkat maju budaya betawi identitas jakarta jakartamenyala prakaruntukjakarta,mulanbilqis,neutral
blusukan pasar munjul jakarta pramono tinjau ulang retribusi dagang lanjut bangun pasar munjul yg mangkrak pramdoel jakartamenyala  haikal yamal erina yahya sinwar,Ghurem2,neutral
aamiin aamiin aamiin allahuma aamiin alhamdulillah moga doa dukung kyai warga jakarta utk mas pram bang doel dihijabahi allah swt aamiin jakartamenyala prakaruntukjakarta pramdoel,siapanamina,positive
warga pasar munjul dukung pramonobang doel pimpin jakarta harap bawah pimpin pramdoel pasar munjul cepat lanjut bangun jakartamenyala prakaruntukjakarta,mulanbilqis,positive
salah hobi rk bangun apa mangkrak monumen mesin parkir tinggal kang emil rungkad  m krn ga efekfif lagilagi mubazir kalo ga lambai tangan kang jakarta rk jakartamenyala prakaruntukjakarta liam payne erina elon omakase bluesky,NyaiKhonguan,neutral
mas pram layak selamat mas pramono anung raih detikcom awards  kategori tokoh pimpin kolaboratif jakartamenyala prakaruntukjakarta,OniMeniq74,positive
agama jakartamenyala prakaruntukjakarta,tnmuda,neutral
langsung  sambit dr kiri emang assuu ayo bantu kawal jakartamenyala ,JhoenRf,neutral
